Name,Rank,State,Growth From 2000 to 2013,Population,Lat,Long,Location_Type
Rochester,103,New York,-4.1,210358,43.16103,-77.6109219,Vendor
St. Petersburg,78,Florida,0.3,249688,27.773056,-82.64,Vendor
Amarillo,120,Texas,12.8,196429,35.2219971,-101.8312969,Vendor
Lubbock,84,Texas,19.6,239538,33.5778631,-101.8551665,Vendor
Wichita,49,Kansas,9.7,386552,37.688889,-97.336111,Vendor
Cathedral City,693,California,23.2,52977,33.7805388,-116.4668036,Vendor
Palm Beach Gardens,728,Florida,39.6,50699,26.8233946,-80.1386547,Vendor
Placentia,704,California,11.8,52206,33.8722371,-117.8703363,Vendor
Taunton,649,Massachusetts,0,56069,41.900101,-71.0897674,Vendor
Lakewood,607,Washington,1.1,59097,47.1717649,-122.518458,Vendor
Lakeville,616,Minnesota,34.3,58562,44.6496868,-93.24272,Vendor
Oak Lawn,633,Illinois,3.3,57073,41.719978,-87.7479528,Vendor
Joplin,726,Missouri,11.2,50789,37.0842271,-94.513281,Vendor
DeSoto,718,Texas,36,51483,32.5896998,-96.8570738,Vendor
Elyria,681,Ohio,-3.7,53956,41.3683798,-82.1076486,Vendor
Barnstable Town,827,Massachusetts,-7.1,44641,41.7003208,-70.3002024,Vendor
Altamonte Springs,873,Florida,2,42150,28.6611089,-81.3656242,Vendor
Downers Grove,751,Illinois,0,49670,41.8089191,-88.0111746,Vendor
Newark,835,California,3.3,44096,37.5296593,-122.0402399,Vendor
Elmhurst,816,Illinois,5.7,45556,41.8994744,-87.9403418,Vendor
Aventura,991,Florida,47.2,37199,25.9564812,-80.1392121,Vendor
Beavercreek,814,Ohio,19,45712,39.7092262,-84.0632685,Vendor
Weslaco,996,Texas,28.8,37093,26.1595194,-97.9908366,Vendor
Murray,768,Utah,6.6,48612,40.6668916,-111.8879909,Vendor
National City,595,California,10.1,59834,32.6781085,-117.0991967,Vendor
Sioux Falls,147,South Dakota,31.1,164676,43.5445959,-96.7311034,Vendor
Lake Forest,408,California,4.2,79312,33.6469661,-117.689218,Vendor
Pawtucket,473,Rhode Island,-2.5,71172,41.878711,-71.3825558,Vendor
Hayward,161,California,7.5,151574,37.6688205,-122.0807964,Vendor
Alameda,435,California,5.4,76419,37.7652065,-122.2416355,Vendor
New Braunfels,551,Texas,64,63279,29.7030024,-98.1244531,Vendor
Indio,382,California,66,83539,33.7205771,-116.2155619,Vendor
League City,337,Texas,98.3,90983,29.5074538,-95.0949303,Vendor
Carrollton,207,Texas,14.9,126700,32.9756415,-96.8899636,Vendor
Culver City,936,California,1.3,39428,34.0211224,-118.3964665,Vendor
Montclair,969,California,12.1,38027,34.0775104,-117.6897776,Vendor
Plainfield,879,Illinois,203.6,41734,41.632223,-88.2120315,Vendor
Milford,713,Connecticut,1.8,51644,41.2306979,-73.064036,Vendor
Columbus,813,Indiana,16.4,45775,39.2014404,-85.9213796,Vendor
Caldwell,763,Idaho,77.1,48957,43.6629384,-116.6873596,Vendor
Bountiful,856,Utah,3.9,43023,40.8893895,-111.880771,Vendor
Riverside,59,California,22.5,316619,33.9533487,-117.3961564,Vendor
Scottsdale,95,Arizona,11,226918,33.4941704,-111.9260519,Vendor
Birmingham,101,Alabama,-12.3,212113,33.5206608,-86.80249,Vendor
Memphis,20,Tennessee,-5.3,653450,35.1495343,-90.0489801,Vendor
Fort Wayne,76,Indiana,1,256496,41.079273,-85.1393513,Vendor
Portland,29,Oregon,15,609456,45.5230622,-122.6764816,Vendor
Columbus,15,Ohio,14.8,822553,39.9611755,-82.9987942,Vendor
Irving,94,Texas,19.1,228653,32.8140177,-96.9488945,Store
Austin,11,Texas,31.7,885400,30.267153,-97.7430608,Store
Santa Barbara,339,California,0.9,90412,34.4208305,-119.6981901,Store
Fayetteville,411,Arkansas,32.9,78960,36.0625795,-94.1574263,Store
Palmdale,156,California,33.7,157161,34.5794343,-118.1164613,Store
Salt Lake City,124,Utah,5.1,191180,40.7607793,-111.8910474,Store
Concord,211,California,2.9,125880,37.9779776,-122.0310733,Store
Manteca,467,California,42.7,71948,37.7974273,-121.2160526,Store
Alexandria,165,Virginia,15,148892,38.8048355,-77.0469214,Store
Palatine,490,Illinois,4.5,69350,42.1103041,-88.03424,Store
Baytown,441,Texas,13.1,75418,29.7355047,-94.9774274,Store
Provo,233,Utah,10,116288,40.2338438,-111.6585337,Store
Hoffman Estates,702,Illinois,5.4,52398,42.0629915,-88.1227199,Store
Diamond Bar,646,California,0.1,56449,34.0286226,-117.8103367,Store
Johnson City,535,Tennessee,16.2,65123,36.3134397,-82.3534727,Store
San Rafael,609,California,5,58994,37.9735346,-122.5310874,Store
Shoreline,668,Washington,2.9,54790,47.7556531,-122.3415178,Store
Novato,676,California,13.3,54194,38.1074198,-122.5697032,Store
South Jordan,602,Utah,100.1,59366,40.5621704,-111.929658,Store
Margate,656,Florida,2.7,55456,26.2445263,-80.206436,Store
Lancaster,605,Pennsylvania,4.5,59325,40.0378755,-76.3055144,Store
Methuen,773,Massachusetts,10.3,48514,42.7262016,-71.1908924,Store
Fort Pierce,854,Florida,6.9,43074,27.4467056,-80.3256056,Store
Council Bluffs,565,Iowa,6.2,61969,41.2619444,-95.8608333,Store
Burien,747,Washington,56.7,49858,47.4703767,-122.3467918,Store
North Port,606,Florida,154.6,59212,27.044224,-82.2359254,Store
Decatur,653,Alabama,3.1,55816,34.6059253,-86.9833417,Store
Albany,714,Oregon,25.5,51583,44.6365107,-123.1059282,Store
Novi,624,Michigan,22,57960,42.48059,-83.4754913,Store
Layton,480,Utah,20.2,70790,41.0602216,-111.9710529,Store
Leominster,891,Massachusetts,-1.1,41002,42.5250906,-71.759794,Store
North Lauderdale,864,Florida,10.8,42757,26.217305,-80.2258811,Store
San Gabriel,919,California,0.9,40275,34.0961111,-118.1058333,Store
Greenfield,993,Wisconsin,4.8,37159,42.9614039,-88.0125865,Store
Addison,986,Illinois,2.6,37385,41.931696,-87.9889556,Store
Winston-Salem,86,North Carolina,16.9,236441,36.0998596,-80.244216,Store
North Las Vegas,96,Nevada,92.2,226877,36.1988592,-115.1175013,Store
West Valley City,191,Utah,22.2,133579,40.6916132,-112.0010501,Store
Chattanooga,136,Tennessee,10.5,173366,35.0456297,-85.3096801,Store
Seattle,21,Washington,15.6,652405,47.6062095,-122.3320708,Store
Las Vegas,30,Nevada,24.5,603488,36.1699412,-115.1398296,Store
Atlanta,40,Georgia,6.2,447841,33.7489954,-84.3879824,Store
Pasadena,159,Texas,7.5,152735,29.6910625,-95.2091006,Store
Dallas,9,Texas,5.6,1257676,32.7766642,-96.7969879,Store
Jacksonville,493,North Carolina,5,69079,34.7540524,-77.4302414,Store
Janesville,545,Wisconsin,5.6,63820,42.6827885,-89.0187222,Store
Warwick,394,Rhode Island,-4.6,81971,41.7001009,-71.4161671,Store
St. Charles,507,Missouri,11.3,67569,38.7881062,-90.4974359,Store
Antioch,265,California,16.9,107100,38.0049214,-121.805789,Store
Alpharetta,560,Georgia,33.6,62298,34.0753762,-84.2940899,Store
Waukegan,348,Illinois,0.5,88826,42.3636331,-87.8447938,Store
O'Fallon,388,Missouri,62.6,82809,38.8106075,-90.6998477,Store
Bakersfield,52,California,48.4,363630,35.3732921,-119.0187125,Store
Overland Park,132,Kansas,19.4,181260,38.9822282,-94.6707917,Store
Sunnyvale,170,California,11.9,147559,37.36883,-122.0363496,Store
Jackson,138,Mississippi,-6.8,172638,32.2987573,-90.1848103,Store
Phoenix,6,Arizona,14,1513367,33.4483771,-112.0740373,Store
Cary,163,North Carolina,55.1,151088,35.79154,-78.7811169,Store
Pomona,162,California,2.1,151348,34.055103,-117.7499909,Store
Savannah,180,Georgia,7.5,142772,32.0835407,-81.0998342,Store
Miami,44,Florida,14.9,417650,25.7616798,-80.1917902,Store
West New York,705,New Jersey,13.3,52122,40.7878788,-74.0143064,Store
Jeffersonville,809,Indiana,53.3,45929,38.2775702,-85.7371847,Store
Niagara Falls,754,New York,-10.8,49468,43.0962143,-79.0377388,Store
Everett,858,Massachusetts,12.1,42935,42.40843,-71.0536625,Store
Covington,894,Kentucky,-4.7,40956,39.0836712,-84.5085536,Store
Bartlett,881,Illinois,13.1,41679,41.9950276,-88.1856301,Store
Corvallis,659,Oregon,11.8,55298,44.5645659,-123.2620435,Store
Linden,886,New Jersey,4.7,41301,40.6220478,-74.2445902,Store
Cedar Hill,798,Texas,42.4,46663,32.5884689,-96.9561152,Store
Eastvale,660,California,,55191,33.952463,-117.5848025,Store
Chicopee,654,Massachusetts,1.7,55717,42.1487043,-72.6078672,Store
Santa Cruz,556,California,12.5,62864,36.9741171,-122.0307963,Store
Medford,632,Massachusetts,2.7,57170,42.4184296,-71.1061639,Store
Bowling Green,571,Kentucky,24.1,61488,36.9685219,-86.4808043,Store
La Habra,569,California,3.6,61653,33.9319578,-117.9461734,Store
Waukesha,475,Wisconsin,8,71016,43.0116784,-88.2314813,Store
Flagstaff,495,Arizona,29.3,68667,35.1982836,-111.651302,Store
Rockville,544,Maryland,34,64072,39.0839973,-77.1527578,Store
Ocala,629,Florida,20.8,57468,29.1871986,-82.1400923,Store
Weymouth Town,657,Massachusetts,,55419,42.2180724,-70.9410356,Store
Asheville,357,North Carolina,19.6,87236,35.5950581,-82.5514869,Store
Gastonia,457,North Carolina,8.2,73209,35.262082,-81.1873005,Store
Rio Rancho,329,New Mexico,74.4,91956,35.2327544,-106.6630437,Store
Bolingbrook,454,Illinois,29.7,73936,41.6986416,-88.0683955,Store
Hesperia,327,California,46.1,92147,34.4263886,-117.3008784,Store
Burbank,274,California,4.2,104709,34.1808392,-118.3089661,Store
Compton,301,California,4.5,97877,33.8958492,-118.2200712,Store
Hampton,187,Virginia,-6.6,136699,37.0298687,-76.3452218,Store
Roswell,318,Georgia,15.2,94034,34.0232431,-84.3615555,Store
Albany,299,New York,4.1,98424,42.6525793,-73.7562317,Store
Holyoke,920,Massachusetts,0.9,40249,42.2042586,-72.6162009,Store
Puyallup,959,Washington,11.8,38609,47.1853785,-122.2928974,Store
Park Ridge,972,Illinois,0.1,37839,42.0111412,-87.8406192,Store
Grove City,984,Ohio,35.6,37490,39.8814519,-83.0929644,Store
Warren,901,Ohio,-15.2,40768,41.2375569,-80.8184166,Store
Sterling Heights,194,Michigan,5.2,131224,42.5803122,-83.0302033,Store
Elk Grove,151,California,97.1,161007,38.4087993,-121.3716178,Store
Daly City,273,California,1,104739,37.6879241,-122.4702079,Store
Fullerton,184,California,9.8,138981,33.8703596,-117.9242966,Store
Shreveport,113,Louisiana,-0.1,200327,32.5251516,-93.7501789,Store
Vancouver,145,Washington,14.2,167405,45.6387281,-122.6614861,Store
Lincoln,72,Nebraska,18,268738,40.8257625,-96.6851982,Store
Arlington,50,Texas,13.3,379577,32.735687,-97.1080656,Store
Tulsa,47,Oklahoma,1.3,398121,36.1539816,-95.992775,Store
Citrus Heights,369,California,-0.1,85285,38.7071247,-121.2810611,Store
Redwood City,403,California,7.1,80872,37.4852152,-122.2363548,Store
Lake Charles,452,Louisiana,3,74024,30.2265949,-93.2173758,Store
Deerfield Beach,422,Florida,4.8,78041,26.3184123,-80.0997657,Store
Tuscaloosa,313,Alabama,21.1,95334,33.2098407,-87.5691735,Store
Trenton,374,New Jersey,-1.2,84349,40.2170534,-74.7429384,Store
Kenosha,294,Wisconsin,9.5,99889,42.5847425,-87.8211854,Store
Lewisville,287,Texas,28.9,101074,33.046233,-96.994174,Store
Fishers,378,Indiana,114.8,83891,39.9567548,-86.01335,Store
Ogden,375,Utah,8.6,84249,41.223,-111.9738304,Store
Monterey Park,577,California,1.5,61085,34.0625106,-118.1228476,Store
Harrisonburg,719,Virginia,27.1,51395,38.4495688,-78.8689155,Store
Daytona Beach,559,Florida,-2.3,62316,29.2108147,-81.0228331,Store
Richland,700,Washington,34.6,52413,46.2856907,-119.2844621,Store
Oshkosh,515,Wisconsin,5.3,66778,44.0247062,-88.5426136,Store
Cheyenne,558,Wyoming,16.9,62448,41.1399814,-104.8202462,Store
Georgetown,666,Texas,91.9,54898,30.6332618,-97.6779842,Store
Normal,671,Illinois,19.7,54664,40.5142026,-88.9906312,Store
Conway,546,Arkansas,46.1,63816,35.0886963,-92.4421011,Store
Ankeny,715,Iowa,86.9,51567,41.7317884,-93.6001278,Store
State College,877,Pennsylvania,8.7,41757,40.7933949,-77.8600012,Store
Hickory,915,North Carolina,7,40361,35.7344538,-81.3444573,Store
Farmington,818,New Mexico,18.1,45426,36.7280583,-108.2186856,Store
Oakley,966,California,47.7,38194,37.9974219,-121.7124536,Store
Huntsville,928,Texas,13.2,39795,30.7235263,-95.5507771,Store
Dunwoody,784,Georgia,,47591,33.9462125,-84.3346473,Store
Mission Viejo,309,California,2.9,96346,33.6000232,-117.6719953,Store
Inglewood,242,California,-1,111542,33.9616801,-118.3531311,Store
Port St. Lucie,142,Florida,91.7,171016,27.2730492,-80.3582261,Store
Murrieta,263,California,107.4,107479,33.5539143,-117.2139232,Store
Pasadena,183,California,3.8,139731,34.1477849,-118.1445155,Store
Boston,24,Massachusetts,9.4,645966,42.3600825,-71.0588801,Store
Kansas City,37,Missouri,5.5,467007,39.0997265,-94.5785667,Store
Tacoma,107,Washington,4.9,203446,47.2528768,-122.4442906,Store
Cedar Rapids,199,Iowa,5.4,128429,41.9778795,-91.6656232,Store
Farmington Hills,397,Michigan,-0.9,81295,42.4989936,-83.3677168,Store
Baldwin Park,433,California,0.8,76635,34.0852868,-117.9608978,Store
Lawrence,426,Massachusetts,7.5,77657,42.7070354,-71.1631137,Store
Union City,465,California,7.4,72528,37.5933918,-122.0438298,Store
Hawthorne,364,California,2.3,86199,33.9164032,-118.3525748,Store
Miami Beach,336,Florida,3.3,91026,25.790654,-80.1300455,Store
Sparks,321,Nevada,39.4,93282,39.5349112,-119.7526886,Store
Mission,401,Texas,74.5,81050,26.2159066,-98.3252932,Store
Orem,332,Utah,8.5,91648,40.2968979,-111.6946475,Store
Pico Rivera,547,California,0.4,63771,33.9830688,-118.096735,Store
Cerritos,750,California,-3.6,49707,33.8583483,-118.0647871,Store
Palo Alto,517,California,13.7,66642,37.4418834,-122.1430195,Store
Hanford,670,California,30.3,54686,36.3274502,-119.6456844,Store
Cypress,762,California,5.3,49087,33.8169599,-118.0372852,Store
Cuyahoga Falls,757,Ohio,-0.2,49267,41.1339449,-81.4845585,Store
Jackson,505,Tennessee,12.9,67685,35.6145169,-88.8139469,Store
Port Arthur,677,Texas,-6,54135,29.8849504,-93.939947,Store
Skokie,533,Illinois,2.8,65176,42.0324025,-87.7416246,Store
Hallandale Beach,957,Florida,12.4,38632,25.9812024,-80.148379,Store
Middletown,791,Connecticut,3.6,47333,41.5623209,-72.6506488,Store
Monrovia,995,California,0.2,37101,34.1442616,-118.0019482,Store
Romeoville,931,Illinois,79.5,39650,41.6475306,-88.0895061,Store
Ormond Beach,956,Florida,5.8,38661,29.2858129,-81.0558894,Store
Glenview,819,Illinois,5.2,45417,42.0697509,-87.7878408,Store
Kearny,882,New Jersey,2.8,41664,40.7684342,-74.1454214,Store
Strongsville,826,Ohio,1.9,44730,41.3144966,-81.83569,Store
Mansfield,799,Ohio,-10.1,46454,40.75839,-82.5154471,Store
San Luis Obispo,802,California,4.4,46377,35.2827524,-120.6596156,Store
Concord,869,New Hampshire,4.1,42419,43.2081366,-71.5375718,Store
Glendora,723,California,3.1,51074,34.1361187,-117.865339,Store
Lincoln,822,California,285.2,45237,38.891565,-121.2930079,Store
Olympia,776,Washington,12.1,48338,47.0378741,-122.9006951,Store
Ceres,797,California,34,46714,37.5949316,-120.9577098,Store
Burlington,870,Vermont,6.1,42284,44.4758825,-73.212072,Store
Twin Falls,808,Idaho,31.5,45981,42.5629668,-114.4608711,Store
Lenexa,735,Kansas,24.6,50344,38.9536174,-94.7335709,Store
Keller,860,Texas,53.3,42907,32.9341893,-97.229298,Store
La Puente,911,California,-1.6,40435,34.0200114,-117.9495083,Store
Lake Oswego,979,Oregon,5.3,37610,45.4206749,-122.6706498,Store
Mankato,905,Minnesota,24.7,40641,44.1635775,-93.9993996,Store
Quincy,899,Illinois,0.5,40915,39.9356016,-91.4098726,Store
Burleson,903,Texas,85.3,40714,32.5420821,-97.3208492,Store
Sherman,946,Texas,11.6,39296,33.6356618,-96.6088805,Store
Huntington Beach,117,California,3.9,197575,33.660297,-117.9992265,Store
Pompano Beach,276,Florida,4,104410,26.2378597,-80.1247667,Store
Quincy,320,Massachusetts,5.8,93494,42.2528772,-71.0022705,Store
Rochester,246,Minnesota,23.9,110742,44.0121221,-92.4801989,Store
San Angelo,302,Texas,10.2,97492,31.4637723,-100.4370375,Store
Lawrence,338,Kansas,12.7,90811,38.9716689,-95.2352501,Store
Sunrise,342,Florida,4.6,90116,26.1669711,-80.256595,Store
Hoover,376,Alabama,32.7,84126,33.4053867,-86.8113781,Consol
Grand Junction,596,Colorado,30.9,59778,39.0638705,-108.5506486,Consol
Bethlehem,444,Pennsylvania,5.2,75018,40.6259316,-75.3704579,Consol
Petaluma,601,California,8.4,59440,38.232417,-122.6366524,Consol
Madera,554,California,44.4,63105,36.9613356,-120.0607176,Consol
Taylor,566,Michigan,-6.3,61817,42.240872,-83.2696509,Consol
Muncie,483,Indiana,-0.7,70316,40.1933767,-85.3863599,Consol
Lehi,673,Utah,176.3,54382,40.3916172,-111.8507662,Consol
